id,title,artists,album,album_id,time,playlist,lyrics,path,script
41062431,Нулевой километр,Мураками,Верь,412883,2024-11-15 20:21:37.680299,В роке только девушки,"Пылью наполнены обе сандалии
В поисках гения по спирали
Хлопьями воздуха манит дорога
Голоса нет, аллергия
Не многого надо

Поцелуй от помады
Побережье Невады
И кофе глясе
Когда тебе рады
Любовь до упада
И дождливое танго!
Так бежим по шоссе!

Это мой нулевой километр!
Пожирает сентябрьский полдень
По колёсам играет оркестр
Камень за камнем, камень за камнем

Это мой нулевой километр!
Начинаю отсчёт от Казани
Мы построим Китайскую стену здесь!
Камень за камнем

Пересекающий ток расстояния
Беспрерывное эхо молчаливых признаний
Я подарю поцелуй и три слова
Голоса нет, аллергия — так многого надо

Простыню и пижаму
Взгляд принцессы Дианы
И запой по весне
Еще два банана
Нежности от коалы
Может просто устали?
Ну, так бежим по шоссе!

Это мой нулевой километр!
Пожирает сентябрьский полдень
По колёсам играет оркестр
Камень за камнем, камень за камнем

Это мой нулевой километр!
Начинаю отсчёт от Казани
Мы построим Китайскую стену здесь!
Камень за камнем, камень за камнем
(Камень за камнем, камень за камнем)

Это мой нулевой километр!
Пожирает сентябрьский полдень
По колёсам играет оркестр
Камень за камнем, камень за камнем

Это мой нулевой километр!
Начинаю отсчёт от Казани
Мы построим Китайскую стену здесь!
Камень за камнем, камень за камнем

Это мой нулевой километр!
Пожирает сентябрьский полдень
По колёсам играет оркестр
Камень за камнем, камень за камнем

Это мой нулевой километр!
Начинаю отсчёт... от Казани
Мы построим Китайскую стену здесь!
Камень за камнем, камень за камнем
Камень за камнем",playlists/В роке только девушки/Нулевой километр.mp3,"['Голос молодой женщины, демонстрирующий энергию и силу, характерные для женского рока', 'Женский голос, высокий и чистый, напоминающий о звучании альтернативного рока', 'Голос молодой женщины со слегка хриплым тембром, типичным для рока', 'Естественный женский голос с характерными для рока мощью и резкостью', 'Глубокий и мощный женский голос, характеризующийся страстью, присущей року', 'Нежный женский голос с призвуками силы и упорства, вдохновленный рок-музыкой', 'Проникновенный женский голос, обладающий хрипотой и эмоциональностью, свойственными для рока', 'Женский голос, идеально сочетающий в себе мощь, бунтарский дух и харизму женщин-рокеров', 'Женский голос с дарк-роковым оттенком, подчеркнутым глубины и силы звука', 'Утонченный женский голос с ясно выраженной роковой хрипотцой и мощью']"
60611182,День,PALC,Пагубное влияние,9375928,2024-11-15 20:21:39.183568,В роке только девушки,"Было раннее утро
Я люто угасился
От мигрени я стану мудрым
Или мёртвым от аневризмы

Это копилось годами
Шёпот становится визгом
И я снова пережидаю цунами
В формах своего эскапизма-а, э

Группа больше троих - уже стадо
Шифр к мозгу давно разгадан
Социального маринада
Точно хватит наполняй ладан

Искажай, проповедуй и ври
Суахили, Брайль, Иврит
Здешние правила весьма конкретны
Ты молчишь, король говорит

И по улицам носится страх
Закрывай поплотнее окно
Разузнай, на чьих похоронах
Кто пьёт и какое вино

Это просто новый Рубикон
С его прошлым отныне сжигай
Новая правда и старый притон
Потасканный мир и вечная власть

Догорал над районами полдень
И ослеплённой кошкой
Сижу и мечтаю, чтоб эта минута
Наконец стала прошлой

Это копилось годами
Шёпот становится визгом
И я снова пережидаю цунами
В формах своего эскапизма-а, эй

Тебя я считаю уже съели и это то, что дано природой
От следов розги на теле, да сапог у твоего порога
Ведь у нас улыбки мазины давно заменили оскалы
И обречённые быть Сизифами и помнят ошибку Икара

Ты полюбишь эти оковы, ты впитаешь покорность кожей
Чтобы не считали бракованным, ему подавляться сложно
Это просто новый Галлифрей только кто из них нам своих?
Увидишь чужого - лучше убей, если в зеркале - лучше умри

Обречённо кончался вечер, день уходил - ну и х-й с ним
В ночь оставался раны залечивать самый свободный узник

Это копилось годами
Шёпот становится визгом
Не знаю, переживу ли цунами
В формах своего эскапизма-а, эй

Это копилось годами
Шёпот становится визгом
Не знаю, переживу ли цунами
В формах своего эскапизма

Это копилось годами
Шёпот становится визгом
Не знаю, переживу ли цунами
В формах своего эскапизма, эй, оу йей!",playlists/В роке только девушки/День.mp3,"['Голос молодой женщины, демонстрирующий энергию и силу, характерные для женского рока', 'Женский голос, высокий и чистый, напоминающий о звучании альтернативного рока', 'Голос молодой женщины со слегка хриплым тембром, типичным для рока', 'Естественный женский голос с характерными для рока мощью и резкостью', 'Глубокий и мощный женский голос, характеризующийся страстью, присущей року', 'Нежный женский голос с призвуками силы и упорства, вдохновленный рок-музыкой', 'Проникновенный женский голос, обладающий хрипотой и эмоциональностью, свойственными для рока', 'Женский голос, идеально сочетающий в себе мощь, бунтарский дух и харизму женщин-рокеров', 'Женский голос с дарк-роковым оттенком, подчеркнутым глубины и силы звука', 'Утонченный женский голос с ясно выраженной роковой хрипотцой и мощью']"
30390936,Жара,Чичерина,Сны,1673070,2024-11-15 20:21:40.532538,В роке только девушки,"Солнечный день, оранжевый плюс
Я не успеваю, но и не тороплюсь
Еле дыша катится шар
С ветки на ветку не спеша

Правый каблук провалился в асфальт
Ты не дождался, очень жаль
В полуденный зной маешься злой
Где-то сейчас, только не со мной

Жара, жара
Жареное солнце больших городов
Жара, жара
Жареное солнце

Солнце забыло дома часы
По телефону прощенья просить
Сегодня, вчера и завтра с утра
Завтра с утра и опять до утра

Жара, жара
Жареное солнце больших городов
Жара, жара
Жареное солнце

Жара, жара
Жареное солнце больших городов
Жара, жара
Жареное солнце, жареное солнце

Жара, жара
Жареное солнце больших городов
Жара, жара
Жареное солнце

Жара, жара
Жареное солнце больших городов
Жара, жара
Жареное солнце

Жара, жара
Жареное солнце больших городов
Жара, жара
Жареное солнце

Жара, жара
Жареное солнце больших городов
Жара, жара
Жареное солнце, жареное солнце",playlists/В роке только девушки/Жара.mp3,"['Голос молодой женщины, демонстрирующий энергию и силу, характерные для женского рока', 'Женский голос, высокий и чистый, напоминающий о звучании альтернативного рока', 'Голос молодой женщины со слегка хриплым тембром, типичным для рока', 'Естественный женский голос с характерными для рока мощью и резкостью', 'Глубокий и мощный женский голос, характеризующийся страстью, присущей року', 'Нежный женский голос с призвуками силы и упорства, вдохновленный рок-музыкой', 'Проникновенный женский голос, обладающий хрипотой и эмоциональностью, свойственными для рока', 'Женский голос, идеально сочетающий в себе мощь, бунтарский дух и харизму женщин-рокеров', 'Женский голос с дарк-роковым оттенком, подчеркнутым глубины и силы звука', 'Утонченный женский голос с ясно выраженной роковой хрипотцой и мощью']"
124291648,Colette,Земфира,Colette,30466817,2024-11-15 20:21:41.705649,В роке только девушки,"Colette
Имя из бульварных газет
Можно подарить Вам букет?
Вы так излучаете свет
Colette
Вам ещё совсем мало лет
Меньше, чем моих сигарет
Съеденных за сутки, и нет

Нам ничего не светит
И ничего неважно
Может быть, однажды
Может быть, однажды
Нам ничего не светит
И ничего неважно
Может быть, однажды
Может быть

Colette
Завтра будет классный концерт
И, если Вы хотите билет
То я Вас приглашаю, Colette
Colette
Позвольте предложить Вам стилет
Изящное лекарство от бед
Для тех, кто вечно ищет ответ

Нам ничего не светит
И ничего неважно
Может быть, однажды
Может быть, однажды
Нам ничего не светит
И ничего неважно
Может быть, однажды
Может быть
Может быть
Может быть
Может быть
Может быть (может быть)",playlists/В роке только девушки/Colette.mp3,"['Голос молодой женщины, демонстрирующий энергию и силу, характерные для женского рока', 'Женский голос, высокий и чистый, напоминающий о звучании альтернативного рока', 'Голос молодой женщины со слегка хриплым тембром, типичным для рока', 'Естественный женский голос с характерными для рока мощью и резкостью', 'Глубокий и мощный женский голос, характеризующийся страстью, присущей року', 'Нежный женский голос с призвуками силы и упорства, вдохновленный рок-музыкой', 'Проникновенный женский голос, обладающий хрипотой и эмоциональностью, свойственными для рока', 'Женский голос, идеально сочетающий в себе мощь, бунтарский дух и харизму женщин-рокеров', 'Женский голос с дарк-роковым оттенком, подчеркнутым глубины и силы звука', 'Утонченный женский голос с ясно выраженной роковой хрипотцой и мощью']"
58387037,Sad Princess,Alai Oli,Sad Princess,14178947,2024-11-15 20:21:43.093557,В роке только девушки,"Всё горит, но я буду веселиться
Такой принцип
Ничего плохого не случиться
Если всё уже случилось с тобой
Постапокалипсис личный

Всё горит, но я буду веселиться
Такой принцип
Ничего плохого не случиться
Если всё уже случилось с тобой
A motherfucking sad princess

Как жить дальше, ведь жизнь дурдом
Я подумаю об этом, потом обо всём
Да подумаю
Москвы крутится диск
Остановите я сойду

Мне здесь близко пешком
И в ушах Аганум
Подсознают ваш движ - понт
Они этот понт стебут

Да, ладно
Мир тонет в молоке
И я читаю Лавкрафта с вилкой в руке

На втором этаже Новинского
Кароче ничего нового
Собираюсь с силами
Чтоб встать и дойти до дома

И лечь в полвосьмого
Не дай Бог не выключишь номер
Снова выходишь из дома

Ныряешь в метро
Ведь повод весомый
И опять невесомость
И ты сонный
Мир как будто нарисован
Это всё невесомость

И да, я буду веселиться
Такой принцип
Ничего плохого не случится
Если всё уже случилось с тобой
Постапокалипсис личный

Всё горит, но я буду веселиться
Такой принцип
Ничего плохого не случиться
Если всё уже случилось с тобой
A motherfucking sad princess

Прости но нам надо расстаться
Ты мне слишком сильно нравишься
Я не могу собраться
А мне не нравится когда я не могу собраться
Я серьёзный человек, мне не семнадцать

Прости но нам надо расстаться
Ты мне слишком сильно нравишься
Я не могу собраться
А мне не нравится когда я не могу собраться
Я серьёзный человек, бой

А нет, да я тот ещё псих
Нет, давай ещё так постоим
Посмотрим со стороны на нас двоих
Всё так пиздато

Что мир падает, падает, падает вниз
Всё падает, падает, падает
И я падаю
Я падаю, падаю, падаю

И там я буду веселиться
Такой принцип
Ничего плохого не случится
Если всё уже случилось с тобой
Постапокалипсис личный

Всё горит, но я буду веселиться
Такой принцип
Ничего плохого не случиться
Если всё уже случилось с тобой
A motherfucking sad princess",playlists/В роке только девушки/Sad Princess.mp3,"['Голос молодой женщины, демонстрирующий энергию и силу, характерные для женского рока', 'Женский голос, высокий и чистый, напоминающий о звучании альтернативного рока', 'Голос молодой женщины со слегка хриплым тембром, типичным для рока', 'Естественный женский голос с характерными для рока мощью и резкостью', 'Глубокий и мощный женский голос, характеризующийся страстью, присущей року', 'Нежный женский голос с призвуками силы и упорства, вдохновленный рок-музыкой', 'Проникновенный женский голос, обладающий хрипотой и эмоциональностью, свойственными для рока', 'Женский голос, идеально сочетающий в себе мощь, бунтарский дух и харизму женщин-рокеров', 'Женский голос с дарк-роковым оттенком, подчеркнутым глубины и силы звука', 'Утонченный женский голос с ясно выраженной роковой хрипотцой и мощью']"
93548593,В Стакане,Собачий Lie,Хорошего Мало,18859537,2024-11-15 20:21:44.440744,В роке только девушки,"Моё море в стакане
Соль и ветер так манят
Я в тебя ныряю, с головой ныряю
Эй, смотри внимательно
Я в плавках батиных автограф оставлю
Нефтью на белой ска-а-атерти

На белой скатерти
Нервов не хватит мне
И в вашей памяти я не останусь
Меня вы оставите
Я боюсь, вы не справитесь

Дай мне время подумать
Только две минуты
Обычно я не теряюсь
Но впадаю в ступор сейчас
Я ненавижу каждую свою часть

У меня есть проблемы, но я их не решаю
Я лезу на стену, чтобы другие снимали
Спрыгнуть, может, получится, но легче не станет

Почему я улыбаюсь?
Может быть мне показалось
Что я схожу с ума
А ведь я схожу с ума (вот это нормально будет)

Я проваливаюсь под лёд
Покажи мне хоть кого-то, кто за мной нырнёт
Я проваливаюсь под лёд
Под лёд, под лёд

Я проваливаюсь под лёд
Покажи мне хоть кого-то, кто за мной нырнёт
Я проваливаюсь под лёд

Почему я улыбаюсь?
Может быть мне показалось
Что я схожу
Что я схожу с ума

Я схожу с ума
Я схожу с ума
Я схожу с ума
Я схожу с ума

Почему я улыбаюсь?
Может быть мне показалось",playlists/В роке только девушки/В Стакане.mp3,"['Голос молодой женщины, демонстрирующий энергию и силу, характерные для женского рока', 'Женский голос, высокий и чистый, напоминающий о звучании альтернативного рока', 'Голос молодой женщины со слегка хриплым тембром, типичным для рока', 'Естественный женский голос с характерными для рока мощью и резкостью', 'Глубокий и мощный женский голос, характеризующийся страстью, присущей року', 'Нежный женский голос с призвуками силы и упорства, вдохновленный рок-музыкой', 'Проникновенный женский голос, обладающий хрипотой и эмоциональностью, свойственными для рока', 'Женский голос, идеально сочетающий в себе мощь, бунтарский дух и харизму женщин-рокеров', 'Женский голос с дарк-роковым оттенком, подчеркнутым глубины и силы звука', 'Утонченный женский голос с ясно выраженной роковой хрипотцой и мощью']"
41125378,Бред,Мураками,Моя,5369808,2024-11-15 20:21:45.837506,В роке только девушки,"Снег на машине растаял уже
Это глупо повесить клише
И ругаться под запах весны
Мы разделены на ""я"", и бред

Постоянный от разных сторон
Ненавижу мороз и ворон
В безотрывном процессе вранья
Мы разделены на ""ты""
Мы разделены на ""ты"" и ""я""

Вдох на прощание
Пообещай мне всё изменить
Так бесполезно, это не честно
Падая в бездну, любить

Страх в этих глупых и бедных словах
Знаешь, правда не в пошлых рублях
Пальцы вновь ты ломаешь свои
Мы разделены на ""я"", и вверх

Поднимается снова рука
Надоело, так значит пора
В безотрывном процессе вранья
Мы разделены на ""ты""
Мы разделены на ""ты"" и ""я""

Вдох на прощание
Пообещай мне всё изменить
Так бесполезно, это не честно
Падая в бездну, любить

Вдох на прощание
Пообещай мне всё изменить
Так бесполезно, это не честно
Падая в бездну

Вдох на прощание
Пообещай мне всё изменить
Так бесполезно, это не честно
Падая в бездну, любить.",playlists/В роке только девушки/Бред.mp3,"['Голос молодой женщины, демонстрирующий энергию и силу, характерные для женского рока', 'Женский голос, высокий и чистый, напоминающий о звучании альтернативного рока', 'Голос молодой женщины со слегка хриплым тембром, типичным для рока', 'Естественный женский голос с характерными для рока мощью и резкостью', 'Глубокий и мощный женский голос, характеризующийся страстью, присущей року', 'Нежный женский голос с призвуками силы и упорства, вдохновленный рок-музыкой', 'Проникновенный женский голос, обладающий хрипотой и эмоциональностью, свойственными для рока', 'Женский голос, идеально сочетающий в себе мощь, бунтарский дух и харизму женщин-рокеров', 'Женский голос с дарк-роковым оттенком, подчеркнутым глубины и силы звука', 'Утонченный женский голос с ясно выраженной роковой хрипотцой и мощью']"
49525173,Буцефал,PALC,Скотобойня,7285587,2024-11-15 20:21:46.994713,В роке только девушки,"И Шива стреляет себе в висок
Виднеется плот, морем объятый
Держу в руках за края горизонт
Бликует в воде лазурная вата
А-а! Е-е-на!
А-а!

Постой, Буцефал, ты куда полетел?
Пол царства б отдал за я пак панацей
Патрон или поц, поебать кто успел
Построены в ряд в этой шлюпке из тел

Поболтаем навзрыд, я всё посчитал
Чтобы нас обуть им не хватит лекал
Морская болезнь беспокоит слегка
Ещё! Наполняется лестью бокал!

И Шива стреляет себе в висок
Виднеется плот, морем объятый
Держу в руках за края горизонт
Бликует в воде лазурная вата
А-а! Е-е-на!
А-а!

От бизнес-коллег до моральных калек
Круиз перерос в трехгодичный ночлег
Под скрипами мачт завершается век
От мусора в трюме потонет ковчег

Мы клад на корме, но балласт на воде
Запоями копиться кладезь идей
Бумажки в бутылках горами на дне
Круги на воде от обломков надежд

И Шива стреляет себе в висок
Виднеется плот, морем объятый
Держу в руках за края горизонт
Бликует в воде лазурная вата
А-а! Е-е-на!
А-а!

И Шива стреляет себе в висок
Виднеется плот, морем объятый
Держу в руках за края горизонт
Бликует в воде лазурная вата

И Шива стреляет себе в висок
Виднеется плот, морем объятый
Держу в руках за края горизонт
Бликует в воде лазурная вата
А-а! Е-е-на!
А-а!",playlists/В роке только девушки/Буцефал.mp3,"['Голос молодой женщины, демонстрирующий энергию и силу, характерные для женского рока', 'Женский голос, высокий и чистый, напоминающий о звучании альтернативного рока', 'Голос молодой женщины со слегка хриплым тембром, типичным для рока', 'Естественный женский голос с характерными для рока мощью и резкостью', 'Глубокий и мощный женский голос, характеризующийся страстью, присущей року', 'Нежный женский голос с призвуками силы и упорства, вдохновленный рок-музыкой', 'Проникновенный женский голос, обладающий хрипотой и эмоциональностью, свойственными для рока', 'Женский голос, идеально сочетающий в себе мощь, бунтарский дух и харизму женщин-рокеров', 'Женский голос с дарк-роковым оттенком, подчеркнутым глубины и силы звука', 'Утонченный женский голос с ясно выраженной роковой хрипотцой и мощью']"
25784420,Ту-лу-ла,Чичерина,Сны,1673070,2024-11-15 20:21:48.205449,В роке только девушки,"Я стою на краю
На обрыве, над рекой
Не могу пошевелить ни рукой, ни головой
Защемило сердце мне, в голове замкнуло
Мне осталось только петь то, что ветром в голову надуло

Ту-лу-ла, ту-лу-ла, ту-ту-ту-лу-ла
В голове моей замкнуло ла-ха
Ту-лу-ла, ту-лу-ла, ту-ту-ту-лу-ла
Ветром в голову надуло ла-ла-ла-ха

Ты ушёл от меня к рыжей женщине хромой
Моя мама запретила возвращаться мне домой
Моя левая нога с края соскользнула
Мне осталось только петь то, что ветром в голову надуло

Ту-лу-ла, ту-лу-ла, ту-ту-ту-лу-ла
В голове моей замкнуло ла-ха
Ту-лу-ла, ту-лу-ла, ту-ту-ту-лу-ла
Ветром в голову надуло ла-ла-ла-ха
Ту-лу-ла, ту-лу-ла, ту-ту-ту-лу-ла
В голове моей замкнуло ла-ха
Ту-лу-ла, ту-лу-ла, ту-ту-ту-лу-ла
Ветром в голову надуло ла-ла-ла-ха",playlists/В роке только девушки/Ту-лу-ла.mp3,"['Голос молодой женщины, демонстрирующий энергию и силу, характерные для женского рока', 'Женский голос, высокий и чистый, напоминающий о звучании альтернативного рока', 'Голос молодой женщины со слегка хриплым тембром, типичным для рока', 'Естественный женский голос с характерными для рока мощью и резкостью', 'Глубокий и мощный женский голос, характеризующийся страстью, присущей року', 'Нежный женский голос с призвуками силы и упорства, вдохновленный рок-музыкой', 'Проникновенный женский голос, обладающий хрипотой и эмоциональностью, свойственными для рока', 'Женский голос, идеально сочетающий в себе мощь, бунтарский дух и харизму женщин-рокеров', 'Женский голос с дарк-роковым оттенком, подчеркнутым глубины и силы звука', 'Утонченный женский голос с ясно выраженной роковой хрипотцой и мощью']"
732401,ИСКАЛА,Земфира,ПРОСТИ МЕНЯ МОЯ ЛЮБОВЬ,81431,2024-11-15 20:21:49.367709,В роке только девушки,"Я искала тебя годами долгими
Искала тебя дворами тёмными
В журналах, в кино, среди друзей
И в день, когда нашла, с ума сошла

Ты совсем как во сне
Совсем как в альбомах
Где я рисовала тебя гуашью

Дальше были звонки ночные больше
Слёзы, нервы, любовь и стрелки в Польше
Дети, но не мои, и старые зазнобы
Куришь каждые пять, мы устали оба

Ты совсем как во сне
Совсем как в альбомах
Где я рисовала тебя гуашью

Годами долгими
Ночами темными
Годами долгими

Ты совсем как во сне
Совсем как в альбомах
Где я рисовала тебя гуашью
Ты совсем как во сне
Совсем как в альбомах
Где я рисовала тебя гуашью

Я искала тебя годами долгими
Искала тебя дворами тёмными
В журналах, в кино годами долгими
Искала тебя ночами-чами-чами",playlists/В роке только девушки/ИСКАЛА.mp3,"['Голос молодой женщины, демонстрирующий энергию и силу, характерные для женского рока', 'Женский голос, высокий и чистый, напоминающий о звучании альтернативного рока', 'Голос молодой женщины со слегка хриплым тембром, типичным для рока', 'Естественный женский голос с характерными для рока мощью и резкостью', 'Глубокий и мощный женский голос, характеризующийся страстью, присущей року', 'Нежный женский голос с призвуками силы и упорства, вдохновленный рок-музыкой', 'Проникновенный женский голос, обладающий хрипотой и эмоциональностью, свойственными для рока', 'Женский голос, идеально сочетающий в себе мощь, бунтарский дух и харизму женщин-рокеров', 'Женский голос с дарк-роковым оттенком, подчеркнутым глубины и силы звука', 'Утонченный женский голос с ясно выраженной роковой хрипотцой и мощью']"
105386068,Снег и пепел,Alai Oli,"Снег и пепел, Volume 1: синглы и раритеты",22811978,2024-11-15 20:40:16.979851,В роке только девушки,"Я видела четыре луны, по две на каждый глаз
Я помню только обрывки из фраз
Я же воин, откуда эти слёзы?
Огни за окном уже превращаются в звёзды

Сегодня не мой день, и что такого?
Сегодня, но я попробую снова

Не плачь, малыш, всё это снег и пепел
Сегодня больно, а завтра уже пройдёт
Не плачь, малыш, всё это снег и пепел
Не плачь, малыш, всё это

Знаешь, я не злюсь, мне просто дышать трудно
Мне одиноко даже в месте самом людном
И говорят те, кто рядом, те бьют больнее
Но я не верю, я знаю, что любовь сильнее

Сегодня не наш день
Но я умею прощать, и я прощаю
Сегодня не наш день
А завтра будет наш, я обещаю

Не плачь, малыш, всё это снег и пепел
Сегодня больно, а завтра уже пройдёт
Не плачь, малыш, всё это снег и пепел
Не плачь, малыш, всё это... ла-ла-ла

Я видела четыре луны, по две на каждый глаз
Я помню только обрывки из фраз
Я же воин, откуда эти слёзы?
Огни за окном уже превращаются в звёзды",playlists/В роке только девушки/Снег и пепел.mp3,"['Голос молодой женщины, демонстрирующий энергию и силу, характерные для женского рока', 'Женский голос, высокий и чистый, напоминающий о звучании альтернативного рока', 'Голос молодой женщины со слегка хриплым тембром, типичным для рока', 'Естественный женский голос с характерными для рока мощью и резкостью', 'Глубокий и мощный женский голос, характеризующийся страстью, присущей року', 'Нежный женский голос с призвуками силы и упорства, вдохновленный рок-музыкой', 'Проникновенный женский голос, обладающий хрипотой и эмоциональностью, свойственными для рока', 'Женский голос, идеально сочетающий в себе мощь, бунтарский дух и харизму женщин-рокеров', 'Женский голос с дарк-роковым оттенком, подчеркнутым глубины и силы звука', 'Утонченный женский голос с ясно выраженной роковой хрипотцой и мощью']"
